,name,skills,category,country,rating,reviews,price
450,Rishabh Gupta,"['Product Development', 'Product Strategy', 'Product & Marketing', 'Product Management', 'Product Leadership', 'Product', 'Career', 'Marketing', 'Digital Marketing', 'Growth Marketing', 'Marketplace', 'Product Roadmap', 'Facebook ads', 'Google ads', 'Leadership', 'Management', 'eCommerce', 'Product Marketing', 'performance Marketing', 'Resume', 'Career Growth', 'Career Development', 'Product Design', 'Entrepreneurship', 'UX Design', 'Design']",,India,,,
451,AMINE GHERBI,"['Deep Learning', 'Machine Learning', 'Data Science', 'Computer Vision', 'Python', 'SQL', 'Data Analysis', 'Git', 'R&D']",,France,,,
452,Leoson Hoay,"['Data Science', 'Python', 'Machine Learning', 'Technology Management', 'Data Scientist', 'Data Analyst', 'Hiring', 'Resume Review', 'Career', 'R', 'SQL', 'Health Informatics', 'Public Health Research', 'Data Privacy', 'Data Analytics', 'Tech', 'US', 'United States', 'US Expat', 'Singapore', 'Ethics', 'Data Science for Social Good', 'Tableau', 'Aviation', 'Drones', 'Part 107', 'Ground School']",,United States of America,4.9,17.0,
453,Daniel Mihai,"['UX Design', 'UI Design', 'Research', 'Product Design', 'CRO']",,Romania,,,
454,Nuno Coração,"['Product', 'Product Management', 'Product Strategy', 'Jobs to be done', 'APIs', 'SaaS', 'Interview', 'Career Management', 'CV', 'resume', 'Group Product Manager', 'Staff Product Manager', 'Product Development', 'Strategy', 'Startup', 'Growth', 'Product Design', 'Career', 'Start up', 'UX Design']",,Portugal,5.0,8.0,
455,Akram Riahi,"['SRE', 'Observability', 'Kubernetes', 'Cloud', 'AWS', 'Resilience', 'DevOps', 'Chaos Engineering', 'Webinars', 'CI/CD', 'Agile', 'Career', 'Interview', 'Career Coaching', 'Career Growth', 'Coaching', 'Project Management']",,France,5.0,16.0,
456,Volodymyr Hotsyk,"['Python', 'Django', 'Backend', 'flask', 'SQL', 'postgres', 'REST', 'GraphQL', 'AWS', 'Docker', 'SQL', 'MySQL', 'Coding', 'Azure', 'Web', 'Web Development', 'DevOps']",,United States of America,3.7,3.0,
457,Étienne Garbugli,"['b2b', 'Innovation', 'lean Startup', 'customer Development', 'customer Research', 'Growth', 'SaaS', 'Product Management', 'Entrepreneurship', 'Marketing']",,Italy,,,
458,Paul Kim,"['Software Engineering', 'Career Development', 'Management', 'Interviewing', 'Tech', 'JavaScript', 'PHP', 'System Design', 'Web Development', 'Career Growth', 'Leadership', 'Resume']",,United States of America,5.0,15.0,
459,Ankita Kulkarni,"['Leadership', 'software Development', 'Technical', 'coaching', 'GraphQL', 'Frontend', 'Management', 'Next.js', 'React', 'React-Native', 'ReactJS', 'JavaScript', 'HTML', 'CSS', 'Engineering', 'Software Engineering', 'Engineering Management', 'Engineering Leadership', 'Engineer', 'Code review', 'Interview', 'Clean Code', 'Hiring', 'Growth', 'Career Growth', 'Career', 'Career Development', 'Interviews', 'Interview Preparation']",,Canada,5.0,4.0,
460,Sophie Joern,"['Recruiting', 'Career coaching', 'Management coaching', 'Job search Strategy', 'Career fulfillment', 'Career management', 'Resume review', 'Career Strategy', 'Career Growth', 'Career', 'Career Development', 'Career coach', 'career planning']",,United States of America,,,
461,Pascal Alich,"['Startup', 'Investing', 'Leadership', 'Software Engineering', 'Requirements Engineering', 'Software Craftsmanship', 'Consulting']",,Germany,,,
462,Agnieszka Wojtkun,"['Marketing Automation', 'E-Mail Marketing', 'digital business Strategy', 'e-Commerce', 'Marketing Analytics', 'digital audits', 'Marketing Career', 'Marketing', 'Growth', 'Career', 'Interview', 'Digital Marketing', 'CV', 'Interviews', 'Growth Marketing', 'Career Growth', 'Product Strategy']",,Poland,,,
463,Jack Gardner,"['AWS', 'Architecture', 'Typescript', 'Java', 'NodeJS', 'Electron', 'React', 'C#', 'Code Review', 'Interview Practice', 'DevOps', 'Product', 'Startup', 'Programming', 'Career', 'Product Management', 'Testing', 'Serverless', 'Coding', 'Interviewing', 'Entrepreneurship', 'Career coach in Tech', 'Cloud Infrastructure', 'Backend', 'Business', 'Career counseling', 'Coding', 'Software Design Review', 'Software Development Process', 'Startups', 'Interview', 'Node', 'Electron', 'Product Development', 'Prototyping', 'Kanban', 'Microservices', 'DynamoDB', 'Lambda', 'ECS', 'Fargate', 'Full Stack', 'Strategy', 'Software Engineering']",,United Kingdom,,,
464,Mark Thomas,"['JavaScript', 'React', 'Career', 'node', 'monGodb', 'NodeJS', 'Full Stack', 'Startup', 'Web Development', 'aws', 'Interview', 'Frontend', 'Product Strategy']",,United States of America,5.0,10.0,
465,Carla Campàs Gené,"['Natural Language Processing', 'Python', 'Artificial Intelligence', 'machine learning', 'Research', 'FAANG', 'Internship']",,Spain,,,
466,Paul Adair,"['Product Manager', 'Product Management', 'Leadership', 'Pre-Sales', 'Sales']",,United States of America,,,
467,Natasha Matthews,"['API Strategy', 'Product Market Fit', 'Product Strategy', 'Platform', 'Revenue Model', 'Pricing Model', 'UX', 'User Research', 'Data']",,United States of America,,,
468,Eric Fong,"['Product Management', 'Product Marketing', 'leadership', 'management', 'pm', 'Product', 'manager', 'Strategy', 'interview', 'Product Development', 'mba', 'business school', 'stanford', 'stanford gsb']",,United States of America,,,
469,Hari Vignesh Jayapalan,"['Public speaking', 'Blogging', 'personal Branding', 'Android Development', 'Product Design', 'Career coaching', 'interview skills', 'presentation skills', 'communication skills', 'Career Goals', 'Kotlin', 'App architecture', 'App Development', 'ux', 'Programming']",,Netherlands,,,
470,Ivan Novak,"['Startup', 'Coding', 'Product Development', 'Programming', 'Software Engineering', 'Software Architecture', 'Engineering', 'Interview', 'Interviews', 'Career Growth', 'Development', 'Leadership']",,United States of America,,,
471,João Pereira,"['Startups', 'mvp', 'Agile', 'JavaScript', 'web3', 'SaaS', 'b2b', 'b2c', 'Full Stack', 'Web Development', 'Programming', 'node', 'React', 'React-native', 'Database', 'devops', 'debugging', 'Frontend', 'Backend']",,Portugal,,,
472,Anish Chakraborty,"['scala', 'apache spark', 'gcp', 'Programming', 'Java', 'Backend', 'Python', 'cloud infra', 'aws', 'spring boot', 'React', 'Architecture', 'Web Development']",,Sweden,5.0,2.0,
473,Ana Nogal,"['Swift', 'iOS', 'Coaching', 'Motivation', 'Career Coaching', 'TDD', 'Clean code', 'Life Coaching', 'Design Patterns', 'Agile', 'Mobile', 'Software Development', 'Apple', 'SOLID principles', 'computer science', 'Refactoring', 'Carrer change', 'Tech mentor', 'iOS mentor', 'Agile Technical Practices', 'Engineering', 'Software Engineering', 'Development', 'Mobile development', 'mobile apps', 'Teaching']",,Spain,5.0,2.0,
474,Chet Lamba,"['Product Management', 'Technology', 'Software Development', 'User Experience', 'UI Designs', 'Quality Assurance', 'React', 'iOS Development', 'Android Development', 'Backend Development', 'UX Design', 'UI Design', 'Management', 'Startup', 'Tech', 'Product Design', 'Product Strategy', 'Product Development', 'Software Engineering', 'PHP', 'Swift', 'Kotlin', 'ReactJS', 'Web Development', 'mobile apps', 'App Design', 'app development', 'Product Roadmap', 'Roadmapping', 'Software Architecture', 'Android', 'JavaScript', 'Leadership', 'Engineering', 'Business', 'Marketing']",,Canada,,,
475,Andreea-Daniela Ene,"['UX Design', 'UI Design', 'Product Design', 'Wireframing', 'Figma', 'UX Research', 'Interview Preparation', 'Portfolio', 'UI', 'UX', 'Caree Advice', 'User Research', 'Prototyping', 'Interactive Prototype', 'Sketch', 'Abstract', 'Adobe XD', 'User Experience', 'Career']",,Romania,,,
476,Mike Rocha,"['SaaS', 'mvp', 'Product', 'Backend', 'ux', 'Product-market fit', 'scalability', 'SQL', 'AWS', 'Coding', 'Product Management', 'MySQL', 'devops', 'JavaScript', 'UX Design', 'Startup', 'React', 'Web Development', 'Digital Marketing']",,Canada,,,
477,Miles Hunter,"['ux Research', 'usability testing', 'remote Research', 'video', 'field Research', 'atomic Research']",,United States of America,3.5,2.0,
478,Chris Rich,"['Customer Service', 'Team Leadership', 'Interviewing', 'Technology Leadership', 'FinTech', 'Business Operations', 'Management']",,Australia,,,
479,Asif Shaikh,"['Android', 'Kotlin', 'Unit testing', 'Clean Code', 'Java', 'Object Oriented Programming', 'Data Structure', 'Programming']",,Germany,5.0,5.0,
480,Marta Portales,"['UX Design', 'UI Design', 'Product Design', 'User Research', 'Design System', 'Visual Design', 'Design Thinking', 'Interaction Design', 'Prototyping', 'Wireframing']",,Spain,,,
481,Temidayo Adefioye,"['Flutter', 'Android', 'iOS', 'Kotlin', 'JavaScript', 'Software Development', 'SOLID Principles', 'Software Life-Cycle', 'Design Patterns', 'Java', 'Computer Science', 'dart', 'Coding', 'Programming']",,Nigeria,,,
482,Aida Nogués,"['Product Design', 'Prototyping', 'Figma', 'UX Research', 'User Experience', 'Interaction Design', 'Design Thinking', 'UX Design', 'User Interviews', 'User Testing', 'Portfolio Review', 'Mobile Design', 'mobile apps', 'Mentorship', 'Visual Design', 'UX/UI Design', 'Job Search', 'UI Design', 'ux strategy', 'Design Sprints', 'Agile']",,Spain,,,
483,Michael Gin,"['brand', 'hubspot', 'Design', 'start-up', 'SEO', 'SEM', 'Marketing', 'Web Design']",,United States of America,,,
484,Fionnan O'Sullivan,"['Design Thinking', 'Career Coach', 'Leadership', 'interviewing', 'Coaching', 'LinkedIn', 'Career Advice', 'Communication', 'Resume', 'Job Search', 'Career', 'PhD', 'Post Doc']",,Ireland,,,
485,Dipanjan Sarkar,"['Machine Learning', 'Natural Language Processing', 'Data Science', 'Artificial Intelligence', 'Deep Learning', 'Computer Vision', 'Analytics', 'Python']",,Switzerland,4.8,6.0,
486,Kaleb McKelvey,"['JavaScript', 'Typescript', 'Web Development', 'Career', 'Software Engineering', 'Leadership', 'Soft skills', 'Coding', 'Web', 'HTML', 'Interviewing', 'Communication Skills', 'Growth', 'Software Architecture', 'React', 'Computer Science', 'Career Development', 'Web Development', 'Front end', 'Angular', 'Public Speaking', 'Product Development', 'Coding', 'Interview', 'Personal Finance']",,United States of America,5.0,4.0,
487,Vincent de Vos,"['Tokenomics', 'Token Strategy', 'Token Design', 'Ecosystem Design', 'Value Engineering', 'Tokenization', 'Token Modeling', 'Token Simulations', 'Token Incentives', 'Smart Contracts', 'EVM', 'Web3', 'DeFi', 'GameFi', 'Play-To-Earn', 'Crypto', 'Blockchain', 'DAO', 'ICO', 'IDO', 'IEO']",,Netherlands,5.0,3.0,
488,Arun Sasidharan,"['CTO', 'Tech Strategy', 'Leadership', 'Engineering management', 'software Engineering', 'mobile app Development', 'clean code', 'architecture', 'Career', 'mobile apps', 'Programming', 'Agile', 'observability', 'Strategy', 'Startups', 'Product Management', 'Management', 'Startup', 'Engineering', 'Project Management', 'Android development', 'iOS', 'Cloud']",,Germany,,,
489,Nitisha Agrawal,"['CV writing', 'Interview preparation', 'Business case writing', 'Analytical thinking', 'Product requirements', 'Working backwards from the customer', 'Amazon Leadership Principles preparation', 'Dive Deep', 'Critical questioning', 'Product', 'Product Management']",,Germany,5.0,8.0,
490,Ivan Rodriguez,"['Leadership', 'Technical leadership', 'Engineering leadership', 'Startup', 'Career']",,Spain,,,
491,Jose Luis Garcia Gonzalez,"['Sales', 'Marketing', 'general management', 'international background', 'VUCA', 'multinational', 'Career', 'leadership', 'manager', 'CareerGrowth', 'talent', 'results']",,Spain,,,
492,Ula Jasinowska,"['leadership', 'Career Development', 'self Growth', 'leadership', 'Team Management', 'customer success', 'account management', 'resume', 'interview', 'neGotiations', 'Success', 'Job Search']",,Poland,,,
493,Lilian Umeakunne,"['Transitioning in to a Tech role', 'Networking', 'Strategic thinking and Planning', 'Interview prep', 'confidence coaching', 'Career', 'Software Engineering', 'Tech', 'Interview', 'UX Design', 'Product Management', 'UI Design', 'Product Design']",,United Kingdom,5.0,3.0,
494,Andrew Munnings,"['Organisation Structure', 'Growth', 'Business Problems', 'Managing People', 'Leadership', 'Strategy', 'Strategy Coach', 'Project Management', 'Management', 'Product Management', 'Consulting', 'Operations', 'Business Operations', 'Swift', 'Engineering', 'Product Design', 'Startup', 'Business']",,United Kingdom,,,
495,Kelly (Kun) Zhang,"['UI Design', 'UX Design', 'wireframing', 'Prototyping', 'Figma', 'sketch', 'Graphic Design', 'web responsive Design', 'Logo Design', 'Branding', 'adobe creative suite', 'Agile', 'ui UX Design', 'Product Design', 'Design', 'Career', 'Design Thinking', 'Digital Marketing']",,Canada,,,
496,Jared Shay,"['Rails', 'Ruby', 'JavaScript', 'React', 'Web Development', 'Management', 'Leadership', 'Coaching', 'Engineering', 'Startup', 'Software Engineering', 'Start up', 'Product Strategy', 'Interview', 'Frontend', 'Backend', 'DevOps', 'Career', 'Career Growth', 'Architecture', 'Distributed Systems']",,United States of America,5.0,9.0,
497,Josh Quint,"['Strategy', 'Startup', 'Technology', 'concious capitalism', 'purpose-built organizations', 'consulting', 'professional services organizations', 'restructuring']",,United States of America,,,
498,Tina Mati,"['UX Research', 'Research Ops', 'Usability Testing', 'User Personas', 'Research Plan', 'Customer Journey Mapping', 'Workshops', 'Stakeholder Relationship Management', 'Mixed methods Research: qual & quan']",,United Kingdom,,,
499,Oleksandr Shyvakov,"['Security Architecture', 'Product Security', 'Career progression', 'Career Growth', 'Interview Preparation', 'Security Consulting', 'Security Engineering', 'Automotive Security', 'Cybersecurity', 'Penetration Testing', 'Security', 'Information Security', 'IoT security', 'Career', 'Career Development', 'Interview', 'Cyber Security']",,Germany,5.0,2.0,
500,Jason Torbert,"['Web Design', 'Design', 'art director', 'digital', 'art direction', 'apparel', 'front-end developer', 'front-end Design', 'Web Designer', 'front-end', 'front end', 'Marketing', 'UX Design']",,United States of America,,,
501,Michelle Fan,"['Product Design', 'UX Design', 'UI Design', 'Leadership', 'Career', 'Design', 'Interview', 'Hiring', 'Design Thinking', 'Management', 'Startup', 'Product', 'Growth', 'User Research', 'Design Sprints', 'Product Strategy', 'Portfolio', 'Interviews', 'UX Research', 'Agile', 'Product Management', 'Figma', 'User Experience', 'Portfolio Review', 'CV', 'Team Building', 'Strategy', 'Start up']",,United Kingdom,4.8,6.0,
502,Igor Braga,"['Rust', 'C++', 'C', 'Java', 'Garbage Collection', 'System Design', 'Machine Learning', 'Agile Development', 'Presentation', 'Communication', 'Databases', 'SQL', 'Career Development', 'Public Speaking']",,Canada,5.0,3.0,
503,Yoel Frischoff,"['Financial planing', 'Startup mentoring', 'Business modeling', 'Growth modeling', 'Product', 'Management', 'Product Management', 'Investor presentations', 'Strategy', 'Marketing']",,Israel,,,
504,Warren Nugent,"['UX & Design', 'Product Design', 'User Research', 'Portfolio', 'UX Career Growth', 'UI Design', 'Case Studies', 'Design Thinking', 'Optimization', 'A/B Testing', 'Career Advice', 'Design Leadership', 'Design', 'UX Design', 'Career', 'Interview']",,United Arab Emirates,,,
505,Marta Izquierdo Bayà,"['UX Design', 'Ux Research', 'Mentoring', 'Coach', 'founder', 'Growth', 'Leadership', 'Startup', 'Career']",,United Kingdom,,,
506,Jay Lin,"['Frontend Development', 'Self-taught', 'User Experience', 'Design Thinking', 'UX', 'UI', 'JavaScript', 'Design System', 'HTML5', 'CSS3', 'User Interface', 'Storybook', 'Resume', 'Coding', 'Figma', 'Sketch', 'Product', 'TailwildCSS', 'Design', 'UX Design', 'ReactJS', 'Next.js', 'React', 'Startup', 'XR', 'VR', 'AR', 'Front-end development', 'beautiful', 'Growth', 'TypeScript', 'Accessibility', 'Product Design', 'usability', 'Portfolio', 'unity3d', 'Interaction Design', 'Web Design']",,Australia,5.0,2.0,
507,Eduardo Bocato,"['iOS', 'Swift', 'Architecture', 'Design Patterns', 'Leadership', 'Software Engineering']",,Netherlands,,,
508,Ali Mashhadi,"['Product Management', 'Product Design', 'Business Analysis', 'Product', 'Design', 'Career Growth', 'Career Development', 'Interview', 'Leadership', 'User Experience', 'CV', 'Product Development', 'Software Development']",,United Kingdom,5.0,2.0,
509,Ghita EL Kasri,"['entrepreneurship', 'startup', 'fintech', 'edtech', 'product', 'VC', 'hiring', 'pitch prep', 'product market fit', 'Fundraising', 'UX/UI', 'Sales']",,France,,,
510,Anna Magiera,"['Fundraising', 'Investor Relations', 'Financial Modeling', 'Financial Planning', 'Business Modeling']",,Poland,5.0,3.0,
